api_id,status,hitool_symbol,test_evidence,notes
cn.hutool.core.codec::BCD#,idiomatic,"hitool_core::{bcd_encode,bcd_decode,bcd_encode_ascii_prefix}",crates/hitool-core/src/radix_codec.rs::text_stream_file_and_bcd_overloads_are_bounded_and_reversible,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.bloomfilter::BitSetBloomFilter::init#void (String path, Charset charset)",idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BitSetBloomFilter::add#boolean (String str),idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BitSetBloomFilter::contains#boolean (String str),idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BitSetBloomFilter::getFalsePositiveProbability#double (),idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter::BitSetBloomFilter::createHashes#int[] (String str, int hashNumber)",idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter::BitSetBloomFilter::hash#int (String str, int k)",idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BloomFilter#,idiomatic,"hitool_bloom_filter::{BloomFilter,StringBloomFilter}",crates/hitool-bloom-filter/src/tests.rs::mature_engine_validates_and_tracks_generic_values,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BloomFilterUtil#,idiomatic,hitool_bloom_filter::BloomFilterUtil,crates/hitool-bloom-filter/src/tests.rs::utility_constructors_delegate_to_concrete_filters,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter::BloomFilterUtil::createBitSet#BitSetBloomFilter (int c, int n, int k)",idiomatic,hitool_bloom_filter::BloomFilterUtil,crates/hitool-bloom-filter/src/tests.rs::utility_constructors_delegate_to_concrete_filters,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BloomFilterUtil::createBitMap#BitMapBloomFilter (int m),idiomatic,hitool_bloom_filter::BloomFilterUtil,crates/hitool-bloom-filter/src/tests.rs::utility_constructors_delegate_to_concrete_filters,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::BitMap#,idiomatic,hitool_bloom_filter::BitMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::IntMap#,idiomatic,hitool_bloom_filter::IntMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::IntMap::IntMap#(),idiomatic,hitool_bloom_filter::IntMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::IntMap::IntMap#(int size),idiomatic,hitool_bloom_filter::IntMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::IntMap::add#void (long i),idiomatic,hitool_bloom_filter::IntMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::IntMap::contains#boolean (long i),idiomatic,hitool_bloom_filter::IntMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::IntMap::remove#void (long i),idiomatic,hitool_bloom_filter::IntMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::LongMap#,idiomatic,hitool_bloom_filter::LongMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::LongMap::LongMap#(),idiomatic,hitool_bloom_filter::LongMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::LongMap::LongMap#(int size),idiomatic,hitool_bloom_filter::LongMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::LongMap::add#void (long i),idiomatic,hitool_bloom_filter::LongMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::LongMap::contains#boolean (long i),idiomatic,hitool_bloom_filter::LongMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.bitMap::LongMap::remove#void (long i),idiomatic,hitool_bloom_filter::LongMap,crates/hitool-bloom-filter/src/tests.rs::checked_sparse_bitmaps_cover_default_32_and_64_bit_layouts,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::AbstractFilter#,idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter.filter::AbstractFilter::AbstractFilter#(long maxValue, int machineNum)",idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::AbstractFilter::AbstractFilter#(long maxValue),idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter.filter::AbstractFilter::init#void (long maxValue, int machineNum)",idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::AbstractFilter::contains#boolean (String str),idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::AbstractFilter::add#boolean (String str),idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::AbstractFilter::hash#long (String str),idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::DefaultFilter#,idiomatic,hitool_bloom_filter::DefaultFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::DefaultFilter::DefaultFilter#(long maxValue),idiomatic,hitool_bloom_filter::DefaultFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter.filter::DefaultFilter::DefaultFilter#(long maxValue, int machineNumber)",idiomatic,hitool_bloom_filter::DefaultFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::ELFFilter#,idiomatic,hitool_bloom_filter::ELFFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::ELFFilter::ELFFilter#(long maxValue),idiomatic,hitool_bloom_filter::ELFFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter.filter::ELFFilter::ELFFilter#(long maxValue, int machineNumber)",idiomatic,hitool_bloom_filter::ELFFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::FNVFilter#,idiomatic,hitool_bloom_filter::FNVFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::FNVFilter::FNVFilter#(long maxValue),idiomatic,hitool_bloom_filter::FNVFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter.filter::FNVFilter::FNVFilter#(long maxValue, int machineNum)",idiomatic,hitool_bloom_filter::FNVFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter.filter::FuncFilter#,idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter.filter::FuncFilter::FuncFilter#(long maxValue, Function<String, Number> hashFunc)",idiomatic,hitool_bloom_filter::FuncFilter,crates/hitool-bloom-filter/src/tests.rs::function_and_named_filters_share_hutool_add_semantics,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
